ID	Category	Description
150021142	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150019987	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150065219	BURGLARY	BURGLARY OF RESIDENCE, FORCIBLE ENTRY
150063423	SECONDARY CODES	JUVENILE INVOLVED
150042853	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150337701	ASSAULT	BATTERY
150027833	NON-CRIMINAL	FOUND PROPERTY
150105053	NON-CRIMINAL	FOUND PROPERTY
150050254	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150009320	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150021976	WEAPON LAWS	CARRYING OF CONCEALED WEAPON BY CONVICTED FELON
150023079	OTHER OFFENSES	HABITUAL TRUANT
150608342	ASSAULT	BATTERY
150005152	WARRANTS	WARRANT ARREST
150011745	NON-CRIMINAL	FOUND PROPERTY
150071454	OTHER OFFENSES	PERMIT VIOLATION, POLICE (GENERAL)
150063354	LARCENY/THEFT	PETTY THEFT FROM UNLOCKED AUTO
150035808	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150049699	WEAPON LAWS	POSS OF TEAR GAS WEAPON
150417513	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150093630	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150059137	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150038943	NON-CRIMINAL	FOUND PROPERTY
150016773	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150038238	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150144766	MISSING PERSON	FOUND PERSON
150287479	MISSING PERSON	FOUND PERSON
150041883	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150026120	MISSING PERSON	FOUND PERSON
150020100	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150028477	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150377230	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150492048	NON-CRIMINAL	LOST PROPERTY
150020332	BURGLARY	BURGLARY OF RESIDENCE, FORCIBLE ENTRY
150037014	SECONDARY CODES	JUVENILE INVOLVED
150984631	ROBBERY	ROBBERY, BODILY FORCE
150062798	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
100758276	VEHICLE THEFT	STOLEN MOTORCYCLE
150356159	ASSAULT	BATTERY OF A POLICE OFFICER
150441885	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150015082	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
151044442	TRESPASS	TRESPASSING
150052012	OTHER OFFENSES	PROBATION VIOLATION
150122449	BURGLARY	BURGLARY OF STORE, UNLAWFUL ENTRY
150011886	VEHICLE THEFT	STOLEN AUTOMOBILE
160005926	FRAUD	CREDIT CARD, THEFT BY USE OF
150384592	NON-CRIMINAL	LOST PROPERTY
150105520	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150004386	LARCENY/THEFT	PETTY THEFT OF PROPERTY
150034123	VANDALISM	MALICIOUS MISCHIEF, STREET CARS/BUSES
150013735	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150092369	BURGLARY	BURGLARY, FORCIBLE ENTRY
150047386	WARRANTS	WARRANT ARREST
150004041	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE
150020934	FRAUD	ACCESS CARD INFORMATION, THEFT OF
150017981	NON-CRIMINAL	FOUND PROPERTY
150009239	BURGLARY	BURGLARY, HOT PROWL, UNLAWFUL ENTRY
150051343	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
151006931	VEHICLE THEFT	STOLEN AUTOMOBILE
150574793	ASSAULT	ASSAULT WITH CAUSTIC CHEMICALS
150003479	VEHICLE THEFT	STOLEN AUTOMOBILE
150060219	VANDALISM	MALICIOUS MISCHIEF, GRAFFITI
150050696	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150924386	ASSAULT	BATTERY
150061091	BURGLARY	BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY
150042295	OTHER OFFENSES	RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER
150074179	LARCENY/THEFT	GRAND THEFT PICKPOCKET
150017163	FRAUD	CREDIT CARD, THEFT BY USE OF
150105815	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150012561	ASSAULT	THREATENING PHONE CALL(S)
150033078	MISSING PERSON	MISSING ADULT
150067083	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150040465	DRUG/NARCOTIC	POSSESSION OF MARIJUANA FOR SALES
150015010	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150019614	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150031442	NON-CRIMINAL	CASE CLOSURE
156089421	NON-CRIMINAL	LOST PROPERTY
150599525	DISORDERLY CONDUCT	DISTURBING THE PEACE, FIGHTING
150117967	OTHER OFFENSES	TRAFFIC COLLISION, HIT & RUN, INJURY
150072957	OTHER OFFENSES	TRAFFIC VIOLATION
150599393	SEX OFFENSES, FORCIBLE	SEXUAL BATTERY
150063326	VEHICLE THEFT	STOLEN AUTOMOBILE
150030331	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150032531	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150458620	NON-CRIMINAL	AIDED CASE, DOG BITE
150028596	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150096537	BURGLARY	BURGLARY, UNLAWFUL ENTRY
150048607	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150910636	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150026700	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150908669	ASSAULT	FALSE IMPRISONMENT
150136581	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150041231	MISSING PERSON	FOUND PERSON
150018650	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150028853	NON-CRIMINAL	FOUND PROPERTY
150033432	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150057664	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150102015	BURGLARY	BURGLARY OF RESIDENCE, FORCIBLE ENTRY
150028483	FRAUD	CREDIT CARD, THEFT BY USE OF
150067839	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150031715	VEHICLE THEFT	STOLEN AUTOMOBILE
150011240	OTHER OFFENSES	RESISTING ARREST
150097325	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION
150045829	WARRANTS	PROBATION SEARCH
150089849	DRUG/NARCOTIC	POSSESSION OF CONTROLLED SUBSTANCE FOR SALE
150043732	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150055000	ASSAULT	ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)
150067431	BURGLARY	BURGLARY OF RESIDENCE, UNLAWFUL ENTRY
150003231	TRESPASS	LODGING WITHOUT PERMISSION
150104102	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150110143	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150033595	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150039139	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150119286	MISSING PERSON	FOUND PERSON
150084645	TRESPASS	LODGING WITHOUT PERMISSION
150025304	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150056183	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150096781	WARRANTS	WARRANT ARREST
141065163	NON-CRIMINAL	SEARCH WARRANT SERVICE
150009041	VEHICLE THEFT	STOLEN AUTOMOBILE
150045324	SECONDARY CODES	DOMESTIC VIOLENCE
150060946	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150721552	ASSAULT	BATTERY
150017674	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150254575	ASSAULT	BATTERY
150022805	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150046394	OTHER OFFENSES	RESISTING ARREST
150304904	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON
150091690	NON-CRIMINAL	LOST PROPERTY
150004405	NON-CRIMINAL	FOUND PROPERTY
150050317	KIDNAPPING	KIDNAPPING, ADULT VICTIM
150012163	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150060059	NON-CRIMINAL	CIVIL SIDEWALKS, CITATION
150018274	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150061897	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150033125	ROBBERY	ATTEMPTED ROBBERY WITH BODILY FORCE
150038705	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150056597	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150010800	MISSING PERSON	MISSING JUVENILE
150000390	DRUNKENNESS	UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
150060504	ASSAULT	THREATS AGAINST LIFE
150046394	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150059466	WEAPON LAWS	LOCATED EXPLOSIVE DEVICE
150994721	FRAUD	CREDIT CARD, THEFT BY USE OF
150033993	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150035870	WARRANTS	WARRANT ARREST
150062776	NON-CRIMINAL	LOST PROPERTY
150049116	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150002590	DRUG/NARCOTIC	POSSESSION OF CONTROLLED SUBSTANCE FOR SALE
150036840	ASSAULT	BATTERY WITH SERIOUS INJURIES
150059262	ASSAULT	BATTERY
150052670	LARCENY/THEFT	GRAND THEFT OF PROPERTY
150292644	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150013042	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150864419	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150038523	LARCENY/THEFT	GRAND THEFT FROM PERSON
150016137	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150775907	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150406588	DRUG/NARCOTIC	POSSESSION OF CONTROLLED SUBSTANCE
151009800	LARCENY/THEFT	PETTY THEFT BICYCLE
150264740	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150095410	NON-CRIMINAL	AIDED CASE
150036919	ASSAULT	AGGRAVATED ASSAULT WITH A KNIFE
150009427	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE
150042966	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150039026	WARRANTS	WARRANT ARREST
150057294	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150011159	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150054739	NON-CRIMINAL	LOST PROPERTY
150006570	LARCENY/THEFT	ATTEMPTED THEFT FROM LOCKED VEHICLE
150969194	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150356171	MISSING PERSON	FOUND PERSON
150009712	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150963168	ASSAULT	BATTERY
159004555	ASSAULT	BATTERY
150042621	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150072048	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150007885	NON-CRIMINAL	CIVIL SIDEWALKS, CITATION
150015747	ASSAULT	CHILD ABUSE (PHYSICAL)
150043873	DRUG/NARCOTIC	POSSESSION OF HEROIN
150127659	NON-CRIMINAL	LICENSE PLATE, RECOVERED
150021227	LARCENY/THEFT	GRAND THEFT FROM PERSON
150017066	ROBBERY	ROBBERY, BODILY FORCE
150050834	OTHER OFFENSES	PROBATION VIOLATION
150091098	SEX OFFENSES, FORCIBLE	ASSAULT TO RAPE WITH BODILY FORCE
150191193	MISSING PERSON	FOUND PERSON
150264342	NON-CRIMINAL	CIVIL SIDEWALKS, WARNING
150068586	FRAUD	FALSE PRETENSES, GRAND THEFT
150020069	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150037826	WARRANTS	WARRANT ARREST
150617280	NON-CRIMINAL	FOUND PROPERTY
150058195	NON-CRIMINAL	AIDED CASE
150105627	OTHER OFFENSES	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY
150024908	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150590062	ARSON	ARSON OF A VEHICLE
150005221	WARRANTS	WARRANT ARREST
150095943	OTHER OFFENSES	TRAFFIC VIOLATION
150023308	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150026374	NON-CRIMINAL	FIRE REPORT
150013359	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150023869	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150048077	BURGLARY	BURGLARY OF RESIDENCE, FORCIBLE ENTRY
150925378	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150021089	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150049241	VEHICLE THEFT	STOLEN TRUCK
150009198	ROBBERY	ROBBERY ON THE STREET WITH A DANGEROUS WEAPON
150041667	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150261564	ROBBERY	ROBBERY, BODILY FORCE
150045459	ASSAULT	THREATS AGAINST LIFE
150023596	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150105768	NON-CRIMINAL	PROPERTY FOR IDENTIFICATION
150463130	LARCENY/THEFT	GRAND THEFT OF PROPERTY
150118222	NON-CRIMINAL	LOST PROPERTY
150102833	WARRANTS	WARRANT ARREST
150025702	NON-CRIMINAL	COURTESY REPORT
150071084	TRESPASS	TRESPASSING
150046548	BURGLARY	BURGLARY, VEHICLE (ARREST MADE)
150106001	ASSAULT	FIREARM, DISCHARGING AT OCCUPIED BLDG, VEHICLE, OR AIRCRAFT
150062710	VEHICLE THEFT	STOLEN AUTOMOBILE
150029180	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150028847	WARRANTS	WARRANT ARREST
150394836	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150082047	ASSAULT	INFLICT INJURY ON COHABITEE
150058305	FRAUD	CREDIT CARD, THEFT BY USE OF
150109776	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150544655	SECONDARY CODES	DOMESTIC VIOLENCE
150018581	VEHICLE THEFT	STOLEN AUTOMOBILE
150033589	ROBBERY	ROBBERY, BODILY FORCE
150057727	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150074232	WARRANTS	WARRANT ARREST
156161530	NON-CRIMINAL	LOST PROPERTY
150054018	VEHICLE THEFT	STOLEN AUTOMOBILE
150046758	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150050470	MISSING PERSON	MISSING ADULT
150254967	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150050044	NON-CRIMINAL	LOST PROPERTY
150036903	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150008742	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150473941	VEHICLE THEFT	STOLEN TRUCK
150036414	LARCENY/THEFT	ATTEMPTED THEFT FROM LOCKED VEHICLE
150034060	VANDALISM	MALICIOUS MISCHIEF, GRAFFITI
150054654	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150032672	OTHER OFFENSES	VIOLATION OF MUNICIPAL CODE
150062356	ASSAULT	BATTERY
150052874	WARRANTS	WARRANT ARREST
150022247	VANDALISM	MALICIOUS MISCHIEF, BREAKING WINDOWS
150056440	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150011115	LARCENY/THEFT	GRAND THEFT FROM PERSON
150021534	VANDALISM	MALICIOUS MISCHIEF, GRAFFITI
150055301	OTHER OFFENSES	PROBATION VIOLATION
150047057	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150059450	ASSAULT	BATTERY
150064716	NON-CRIMINAL	SEARCH WARRANT SERVICE
150050884	VEHICLE THEFT	STOLEN TRUCK
150029328	FORGERY/COUNTERFEITING	MONEY, CHANGING FACE AMOUNT
150052959	DRUG/NARCOTIC	POSSESSION OF BASE/ROCK COCAINE
150043419	NON-CRIMINAL	FOUND PROPERTY
150027178	ROBBERY	ROBBERY ON THE STREET WITH A GUN
150003623	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150047706	ASSAULT	BATTERY
150038125	TRESPASS	TRESPASSING
150097347	LARCENY/THEFT	GRAND THEFT FROM PERSON
150091327	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150982500	VEHICLE THEFT	STOLEN TRUCK
150038589	WARRANTS	PAROLE SEARCH
150016381	MISSING PERSON	MISSING ADULT
150072509	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150032650	ASSAULT	FALSE IMPRISONMENT
150042295	ASSAULT	THREATS AGAINST LIFE
150016228	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
151032516	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150019545	NON-CRIMINAL	LOST PROPERTY
150041140	VANDALISM	MALICIOUS MISCHIEF, ADULT SUSPECT
150495014	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150008899	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150060639	NON-CRIMINAL	COURTESY REPORT
150048992	MISSING PERSON	MISSING JUVENILE
150022253	TRESPASS	TRESPASSING
150034634	VEHICLE THEFT	STOLEN TRUCK
150537569	VEHICLE THEFT	STOLEN AUTOMOBILE
150006542	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150031947	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150142328	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150027792	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150058929	OTHER OFFENSES	POSSESSION OF BURGLARY TOOLS
150012975	ROBBERY	ROBBERY, BODILY FORCE
150430145	VEHICLE THEFT	STOLEN AUTOMOBILE
150052567	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
150010424	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150115507	VEHICLE THEFT	STOLEN AUTOMOBILE
150039781	OTHER OFFENSES	TRAFFIC VIOLATION
150045772	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150093969	MISSING PERSON	FOUND PERSON
150066853	ASSAULT	THREATS AGAINST LIFE
150039587	WARRANTS	WARRANT ARREST
150028483	NON-CRIMINAL	LOST PROPERTY
150044730	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150029453	SECONDARY CODES	JUVENILE INVOLVED
150055793	ROBBERY	ATTEMPTED ROBBERY WITH A GUN
150007750	NON-CRIMINAL	LOST PROPERTY
150053866	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150104221	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150050743	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150011842	ASSAULT	BATTERY
150016096	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150465584	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150072054	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150011626	STOLEN PROPERTY	STOLEN CELLULAR PHONE, NON-CLONED, POSSESSION
150061881	RUNAWAY	RUNAWAY
150123453	TRESPASS	TRESPASSING
150027504	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO
150032898	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150630555	ASSAULT	BATTERY
150048293	ROBBERY	ROBBERY, ARMED WITH A KNIFE
150012373	OTHER OFFENSES	RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER
150034872	NON-CRIMINAL	CIVIL SIDEWALKS, CITATION
150028427	BURGLARY	BURGLARY, VEHICLE (ARREST MADE)
150055260	ASSAULT	CHILD ABUSE (PHYSICAL)
150143564	ASSAULT	ASSAULT, AGGRAVATED, W/ GUN
150311216	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150019896	NON-CRIMINAL	STAY AWAY OR COURT ORDER, NON-DV RELATED
150010640	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION
150053888	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
120459959	LARCENY/THEFT	EMBEZZLEMENT FROM DEPENDENT OR ELDER ADULT BY CARETAKER
150710884	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150070898	WARRANTS	WARRANT ARREST
150050812	NON-CRIMINAL	FIRE REPORT
150069891	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150039509	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150052567	DRUG/NARCOTIC	SALE OF BASE/ROCK COCAINE
150033341	NON-CRIMINAL	FOUND PROPERTY
150059949	NON-CRIMINAL	CIVIL SIDEWALKS, WARNING
120956654	DRUG/NARCOTIC	POSSESSION OF CONTROLLED SUBSTANCE
150916327	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150930333	VEHICLE THEFT	STOLEN AUTOMOBILE
150003946	WARRANTS	WARRANT ARREST
150035278	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150010747	BURGLARY	BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY
150046764	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150406378	ROBBERY	ROBBERY, BODILY FORCE
150025520	SUICIDE	ATTEMPTED SUICIDE BY JUMPING
150062522	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150053634	NON-CRIMINAL	LOST PROPERTY
150057614	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER
150040067	WARRANTS	ENROUTE TO PROBATION OFFICER
150048005	LARCENY/THEFT	GRAND THEFT SHOPLIFTING
150095943	WARRANTS	WARRANT ARREST
160101427	TRESPASS	TRESPASSING
150005992	ASSAULT	BATTERY
150168681	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150023455	LARCENY/THEFT	GRAND THEFT FROM PERSON
150056650	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150010452	LARCENY/THEFT	GRAND THEFT OF PROPERTY
150046281	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150035284	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150026772	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150155854	ASSAULT	BATTERY
150563724	OTHER OFFENSES	RESISTING ARREST
150037735	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150043077	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150124291	OTHER OFFENSES	TRAFFIC VIOLATION
150023643	NON-CRIMINAL	FOUND PROPERTY
150051406	OTHER OFFENSES	RESISTING ARREST
150026528	WEAPON LAWS	POSSESSION OF AIR GUN
150065162	NON-CRIMINAL	SEARCH WARRANT SERVICE
150034913	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
166013880	LARCENY/THEFT	PETTY THEFT OF PROPERTY
150038153	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150008952	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON
150051597	NON-CRIMINAL	DEATH REPORT, CAUSE UNKNOWN
150252585	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE
150004596	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
150006188	VANDALISM	MALICIOUS MISCHIEF, TIRE SLASHING
150504728	VEHICLE THEFT	STOLEN AUTOMOBILE
150051644	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150034703	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150281700	BURGLARY	BURGLARY OF STORE, FORCIBLE ENTRY
120883392	OTHER OFFENSES	RESISTING ARREST
150024328	OTHER OFFENSES	POSSESSION OF BURGLARY TOOLS
150144017	NON-CRIMINAL	DEATH REPORT, CAUSE UNKNOWN
150005801	VEHICLE THEFT	STOLEN AUTOMOBILE
150030682	DISORDERLY CONDUCT	DISTURBING THE PEACE
150603029	OTHER OFFENSES	STAY AWAY ORDER VIOLATION, DV RELATED
150060673	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150034195	MISSING PERSON	FOUND PERSON
150047596	SEX OFFENSES, FORCIBLE	ASSAULT TO RAPE WITH BODILY FORCE
150059513	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150011290	OTHER OFFENSES	PROBATION VIOLATION
150051484	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150119634	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150098420	ROBBERY	ATTEMPTED ROBBERY WITH A DEADLY WEAPON
150058606	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150355816	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150024629	VEHICLE THEFT	STOLEN AUTOMOBILE
150050210	NON-CRIMINAL	AIDED CASE
150034907	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150241992	MISSING PERSON	MISSING JUVENILE
150001633	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150008435	ASSAULT	INFLICT INJURY ON COHABITEE
156201948	NON-CRIMINAL	LOST PROPERTY
150376709	NON-CRIMINAL	FOUND PROPERTY
150005798	ASSAULT	INFLICT INJURY ON COHABITEE
150043817	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150061580	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150090874	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150521653	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150007910	ASSAULT	THREATS AGAINST LIFE
150056519	ROBBERY	ROBBERY, ARMED WITH A GUN
150066552	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150071755	MISSING PERSON	MISSING JUVENILE
150053991	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
166012359	LARCENY/THEFT	GRAND THEFT OF PROPERTY
150004041	OTHER OFFENSES	POSSESSION OF BURGLARY TOOLS
150045807	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150018729	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150015640	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150045697	ROBBERY	ROBBERY, BODILY FORCE
150077361	NON-CRIMINAL	FOUND PROPERTY
150009148	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150058139	OTHER OFFENSES	RESISTING ARREST
150045073	NON-CRIMINAL	FOUND PROPERTY
150059955	RUNAWAY	RUNAWAY
151072277	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150027093	ASSAULT	AGGRAVATED ASSAULT WITH A KNIFE
150050549	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150106039	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150011068	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150048271	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER
150054751	OTHER OFFENSES	VIOLATION OF MUNICIPAL CODE
150118959	ARSON	ARSON OF A VEHICLE
150318030	NON-CRIMINAL	LOST PROPERTY
150002697	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150004637	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150043754	ASSAULT	THREATS AGAINST LIFE
150311868	NON-CRIMINAL	FIRE REPORT
